6FDA-AP6F,,,,6FDA-PDODA,,,,ODPA-AP6F,,,,ODPA-PDODA,,
6.6825,1781.122319,2315.459015,,7.128,2520.760838,4789.445593,,7.29018,2739.878822,2739.878822,,8.141,2457.674193,1228.837097
6.699,1791.679584,2329.183459,,7.1445,2527.436941,4802.130189,,7.30836,2764.323133,2764.323133,,8.16426,2463.391831,1231.695915
6.7155,1803.503823,2344.55497,,7.161,2540.64623,4827.227838,,7.32654,2781.381763,2781.381763,,8.18752,2477.832182,1238.916091
6.732,1802.936582,2343.817556,,7.1775,2539.407233,4824.873744,,7.34472,2793.351144,2793.351144,,8.21078,2487.774761,1243.887381
6.7485,1803.961221,2345.149587,,7.194,2539.763047,4825.549788,,7.3629,2806.423281,2806.423281,,8.234039,2494.903716,1247.451858
6.765,1806.208572,2348.071144,,7.2105,2550.285548,4845.542541,,7.38108,2819.611005,2819.611005,,8.257299,2500.073349,1250.036674
6.7815,1809.697316,2352.60651,,7.227,2538.168124,4822.519436,,7.39926,2829.692724,2829.692724,,8.28056,2507.743466,1253.871733
6.798,1817.185804,2362.341545,,7.2435,2540.138658,4826.26345,,7.41744,2838.088666,2838.088666,,8.30382,2514.866983,1257.433491
6.8145,1821.515221,2367.969787,,7.26,2549.593734,4844.228095,,7.43562,2850.916723,2850.916723,,8.32708,2522.529969,1261.264985
6.831,1823.796881,2370.935945,,7.2765,2559.386834,4862.834984,,7.4538,2876.836339,2876.836339,,8.35034,2529.97611,1264.988055
6.8475,1829.326875,2378.124938,,7.293,2564.299178,4872.168439,,7.47198,2889.269991,2889.269991,,8.3736,2542.118211,1271.059106
6.864,1834.461219,2384.799585,,7.3095,2561.741616,4867.30907,,7.49016,2902.795154,2902.795154,,8.39686,2544.361487,1272.180744
6.8805,1837.144588,2388.287965,,7.326,2563.444008,4870.543614,,7.50834,2907.084905,2907.084905,,8.420119,2546.024252,1273.012126
6.897,1850.3122,2405.40586,,7.3425,2575.89132,4894.193507,,7.52652,2917.71334,2917.71334,,8.443379,2550.381678,1275.190839
6.9135,1852.727449,2408.545683,,7.359,2583.41347,4908.485594,,7.5447,2937.317009,2937.317009,,8.46664,2556.489043,1278.244521
6.93,1851.688671,2407.195272,,7.3755,2583.509584,4908.668209,,7.56288,2959.507558,2959.507558,,8.4899,2561.844284,1280.922142
6.9465,1856.078783,2412.902418,,7.392,2598.156977,4936.498257,,7.58106,2968.683852,2968.683852,,8.51316,2559.710644,1279.855322
6.963,1857.801885,2415.142451,,7.4085,2597.621846,4935.481508,,7.59924,2986.004672,2986.004672,,8.53642,2567.867306,1283.933653
6.9795,1864.341551,2423.644017,,7.425,2599.759225,4939.542527,,7.61742,2991.503718,2991.503718,,8.55968,2579.355807,1289.677903
6.996,1865.215028,2424.779537,,7.4415,2594.199549,4928.979144,,7.6356,3015.519035,3015.519035,,8.58294,2590.399514,1295.199757
7.0125,1878.22075,2441.686976,,7.458,2602.01427,4943.827113,,7.65378,3040.228488,3040.228488,,8.606199,2594.711674,1297.355837
7.029,1885.465368,2451.104978,,7.4745,2615.980487,4970.362925,,7.67196,3061.323709,3061.323709,,8.629459,2598.549842,1299.274921
7.0455,1883.890113,2449.057147,,7.491,2627.646442,4992.528241,,7.69014,3074.445382,3074.445382,,8.652719,2604.065844,1302.032922
7.062,1882.915322,2447.789919,,7.5075,2637.647987,5011.531175,,7.70832,3089.933166,3089.933166,,8.67598,2612.500748,1306.250374
7.0785,1887.931708,2454.311221,,7.524,2631.488327,4999.827821,,7.7265,3098.632116,3098.632116,,8.69924,2623.363876,1311.681938
7.095,1893.982535,2462.177295,,7.5405,2643.007754,5021.714733,,7.74468,3108.424704,3108.424704,,8.7225,2629.791835,1314.895917
7.1115,1902.646951,2473.441037,,7.557,2650.504962,5035.959427,,7.76286,3129.00745,3129.00745,,8.74576,2642.691999,1321.345999
7.128,1913.973264,2488.165243,,7.5735,2653.337328,5041.340923,,7.78104,3156.467618,3156.467618,,8.76902,2656.186292,1328.093146
7.1445,1914.719799,2489.135738,,7.59,2658.842033,5051.799863,,7.79922,3169.627918,3169.627918,,8.792279,2673.319037,1336.659519
7.161,1920.52298,2496.679874,,7.6065,2662.050956,5057.896817,,7.8174,3184.870764,3184.870764,,8.815539,2685.109852,1342.554926
7.1775,1928.961702,2507.650213,,7.623,2670.479438,5073.910933,,7.83558,3198.693935,3198.693935,,8.838799,2699.723124,1349.861562
7.194,1925.950772,2503.736003,,7.6395,2683.846808,5099.308935,,7.85376,3219.60781,3219.60781,,8.86206,2720.200516,1360.100258
7.2105,1929.153735,2507.899856,,7.656,2690.840638,5112.597212,,7.87194,3236.37203,3236.37203,,8.88532,2733.158581,1366.57929
7.227,1937.39088,2518.608144,,7.6725,2691.194009,5113.268618,,7.89012,3249.031686,3249.031686,,8.90858,2750.961055,1375.480528
7.2435,1943.464695,2526.504103,,7.689,2701.052346,5131.999457,,7.9083,3272.650609,3272.650609,,8.93184,2777.84506,1388.92253
7.26,1945.939411,2529.721234,,7.7055,2698.494871,5127.140255,,7.92648,3296.497267,3296.497267,,8.9551,2784.345882,1392.172941
7.2765,1953.065017,2538.984522,,7.722,2706.179823,5141.741665,,7.94466,3323.355128,3323.355128,,8.97836,2804.553071,1402.276535
7.293,1960.851391,2549.106809,,7.7385,2713.010531,5154.72001,,7.96284,3332.699571,3332.699571,,9.001619,2824.190608,1412.095304
7.3095,1961.904708,2550.476121,,7.755,2722.876805,5173.46593,,7.98102,3354.8803,3354.8803,,9.024879,2848.317015,1424.158508
7.326,1967.023851,2557.131007,,7.7715,2726.109739,5179.608504,,7.9992,3366.824433,3366.824433,,9.04814,2857.494972,1428.747486
7.3425,1978.987143,2572.683285,,7.788,2733.942819,5194.491355,,8.01738,3382.770474,3382.770474,6858.981353,9.0714,2874.141556,1437.070778
7.359,1977.695519,2571.004175,,7.8045,2739.121485,5204.330822,,8.03556,3410.831134,3410.831134,,9.09466,2886.40566,1443.20283
7.3755,1978.521411,2572.077835,,7.821,2752.981309,5230.664487,,8.05374,3435.625782,3435.625782,,9.11792,2899.435409,1449.717705
7.392,1990.912482,2588.186227,,7.8375,2763.713584,5251.055809,,8.071919,3456.097306,3456.097306,,9.14118,2914.53316,1457.26658
7.4085,1991.824647,2589.372041,,7.854,2763.078137,5249.84846,,8.0901,3470.327338,3470.327338,,9.16444,2923.033612,1461.516806
7.425,1990.006948,2587.009033,,7.8705,2767.374099,5258.010789,,8.10828,3483.329853,3483.329853,,9.187699,2934.183738,1467.091869
7.4415,1998.85711,2598.514243,,7.887,2784.571258,5290.68539,,8.12646,3505.956711,3505.956711,,9.210959,2936.358103,1468.179051
7.458,2000.681929,2600.886507,,7.9035,2781.988946,5285.778997,,8.14464,3533.377937,3533.377937,,9.23422,2944.669733,1472.334866
7.4745,2012.093872,2615.722034,,7.92,2790.016954,5301.032212,,8.16282,3560.537452,3560.537452,,9.25748,2951.728085,1475.864042
7.491,2012.411641,2616.135133,,7.9365,2802.664725,5325.062978,,8.181,3573.4744,3573.4744,,9.28074,2956.743129,1478.371565
7.5075,2014.694975,2619.103468,,7.953,2809.7311,5338.48909,,8.19918,3596.034937,3596.034937,,9.304,2966.39147,1483.195735
7.524,2026.488214,2634.434679,,7.9695,2813.111304,5344.911478,,8.21736,3632.57763,3632.57763,,9.32726,2966.274434,1483.137217
7.5405,2038.082459,2649.507197,,7.986,2813.75191,5346.128629,,8.235539,3650.311797,3650.311797,,9.35052,2968.100031,1484.050015
7.557,2038.680498,2650.284648,,8.0025,2823.067915,5363.829039,,8.25372,3676.444964,3676.444964,,9.373779,2967.750071,1483.875036
7.5735,2040.418212,2652.543676,,8.019,2831.976579,5380.7555,,8.2719,3689.285153,3689.285153,,9.397039,2971.233184,1485.616592
7.59,2044.66328,2658.062264,,8.0355,2835.538278,5387.522729,6367.79047,8.29008,3714.03968,3714.03968,,9.4203,2983.017647,1491.508824
7.6065,2053.279317,2669.263112,,8.052,2853.708893,5422.046896,,8.30826,3734.520407,3734.520407,,9.44356,2986.667853,1493.333927
7.623,2057.209822,2674.372769,,8.0685,2863.807183,5441.233647,,8.32644,3756.200687,3756.200687,,9.46682,2990.481788,1495.240894
7.6395,2057.752512,2675.078265,,8.085,2877.665968,5467.56534,,8.34462,3777.064169,3777.064169,,9.49008,2999.583438,1499.791719
7.656,2069.340558,2690.142725,,8.1015,2886.133442,5483.65354,,8.3628,3801.75585,3801.75585,,9.51334,3006.122772,1503.061386
7.6725,2081.646287,2706.140174,,8.118,2889.616901,5490.272113,,8.38098,3824.814297,3824.814297,,9.5366,3012.593027,1506.296513
7.689,2083.648011,2708.742415,,8.1345,2898.187295,5506.55586,,8.399159,3844.77529,3844.77529,,9.559859,3020.714757,1510.357378
7.7055,2087.249892,2713.424859,,8.151,2908.076549,5525.345443,,8.41734,3860.123033,3860.123033,,9.583119,3022.355143,1511.177571
7.722,2094.000567,2722.200737,,8.1675,2924.310197,5556.189374,,8.43552,3888.132686,3888.132686,,9.60638,3032.025531,1516.012766
7.7385,2096.843672,2725.896773,,8.184,2925.003776,5557.507175,,8.4537,3914.223362,3914.223362,,9.62964,3049.62163,1524.810815
7.755,2110.760241,2743.988313,,8.2005,2939.455699,5584.965828,,8.47188,3938.706686,3938.706686,,9.6529,3058.464037,1529.232019
7.7715,2115.950515,2750.73567,,8.217,2956.822929,5617.963565,,8.49006,3965.252152,3965.252152,,9.67616,3076.59686,1538.29843
7.788,2120.588104,2756.764535,,8.2335,2962.794155,5629.308895,,8.50824,3987.634178,3987.634178,,9.69942,3085.72773,1542.863865
7.8045,2128.328656,2766.827253,,8.25,2959.758408,5623.540975,,8.52642,4017.362582,4017.362582,,9.72268,3100.543513,1550.271756
7.821,2132.422805,2772.149646,,8.2665,2978.852048,5659.818892,,8.5446,4038.137806,4038.137806,,9.745939,3115.640797,1557.820399
7.8375,2141.480565,2783.924735,,8.283,2977.758289,5657.74075,,8.562779,4072.555101,4072.555101,,9.769199,3129.396297,1564.698149
7.854,2147.053192,2791.16915,,8.2995,2988.529525,5678.206097,,8.58096,4093.024248,4093.024248,,9.792459,3140.264796,1570.132398
7.8705,2149.836177,2794.78703,,8.316,3003.896661,5707.403656,,8.59914,4123.05561,4123.05561,,9.81572,3154.442362,1577.221181
7.887,2153.476206,2799.519068,,8.3325,3012.493597,5723.737834,,8.61732,4154.922705,4154.922705,,9.83898,3171.343409,1585.671704
7.9035,2161.912299,2810.485988,,8.349,3021.178714,5740.239557,,8.6355,4173.464914,4173.464914,,9.86224,3189.5313,1594.76565
7.92,2165.967764,2815.758093,,8.365499,3031.801595,5760.42303,,8.65368,4192.426873,4192.426873,,9.8855,3192.556542,1596.278271
7.9365,2177.426677,2830.65468,,8.382,3047.91247,5791.033693,,8.67186,4223.341604,4223.341604,,9.90876,3208.301663,1604.150831
7.953,2183.802231,2838.9429,,8.398499,3065.010793,5823.520508,,8.69004,4249.054503,4249.054503,,9.932019,3221.674752,1610.837376
7.9695,2190.61746,2847.802699,,8.415,3076.446025,5845.247447,,8.70822,4272.236376,4272.236376,,9.955279,3234.85857,1617.429285
7.986,2195.779522,2854.513379,,8.431499,3073.121145,5838.930176,,8.726399,4294.772238,4294.772238,,9.978539,3241.632542,1620.816271
8.0025,2204.512702,2865.866512,,8.448,3087.595423,5866.431304,,8.74458,4327.926505,4327.926505,,10.0018,3249.322214,1624.661107
8.019,2209.938952,2872.920638,,8.4645,3109.501066,5908.052026,,8.76276,4354.858715,4354.858715,,10.02506,3255.989832,1627.994916
8.0355,2219.96117,2885.949522,,8.481,3114.271251,5917.115377,,8.78094,4381.405634,4381.405634,,10.04832,3263.411763,1631.705881
8.052,2233.604356,2903.685662,,8.4975,3136.280254,5958.932482,,8.79912,4411.184676,4411.184676,,10.07158,3279.581885,1639.790942
8.0685,2242.319618,2915.015503,,8.514,3141.172462,5968.227678,,8.8173,4434.856516,4434.856516,,10.09484,3295.530926,1647.765463
8.085,2249.997764,2924.997094,,8.5305,3148.640736,5982.417398,,8.83548,4465.880499,4465.880499,,10.1181,3299.545614,1649.772807
8.1015,2247.490579,2921.737753,,8.547,3161.274968,6006.42244,,8.85366,4486.799667,4486.799667,,10.14136,3312.992243,1656.496121
8.118,2256.742191,2933.764849,,8.5635,3175.293546,6033.057738,,8.87184,4512.781055,4512.781055,,10.16462,3316.031653,1658.015827
8.1345,2271.020338,2952.326439,,8.58,3189.747496,6060.520242,,8.890019,4542.927708,4542.927708,,10.18788,3316.027688,1658.013844
8.151,2276.552973,2959.518865,,8.5965,3199.05509,6078.204672,,8.9082,4572.187208,4572.187208,,10.21114,3324.027703,1662.013852
8.1675,2279.814259,2963.758536,,8.613,3216.631369,6111.599601,,8.92638,4599.497798,4599.497798,,10.2344,3329.036401,1664.518201
8.184,2287.335158,2973.535705,,8.6295,3231.159412,6139.202882,,8.94456,4628.551878,4628.551878,,10.25766,3342.404211,1671.202106
8.2005,2304.650065,2996.045084,,8.646,3246.807355,6168.933975,,8.96274,4664.364472,4664.364472,,10.28092,3345.429533,1672.714766
8.217,2311.423787,3004.850923,,8.6625,3253.374352,6181.41127,,8.98092,4694.721215,4694.721215,,10.30418,3360.342622,1680.171311
8.2335,2315.805628,3010.547317,,8.679,3268.968944,6211.040994,,8.9991,4716.62572,4716.62572,,10.32744,3365.017907,1682.508954
8.25,2316.56331,3011.532303,,8.6955,3284.817228,6241.152734,,9.01728,4748.875306,4748.875306,,10.3507,3367.906441,1683.95322
8.2665,2322.432397,3019.162116,,8.712,3289.636914,6250.310137,,9.03546,4764.277443,4764.277443,,10.37396,3371.003394,1685.501697
8.283,2336.177543,3037.030806,,8.7285,3313.364781,6295.393083,,9.053639,4798.284256,4798.284256,,10.39722,3382.813112,1691.406556
8.2995,2345.440645,3049.072839,,8.745,3327.037439,6321.371135,,9.07182,4834.941667,4834.941667,,10.42048,3396.047858,1698.023929
8.316,2364.116429,3073.351357,,8.7615,3338.67276,6343.478245,,9.09,4856.826106,4856.826106,,10.44374,3404.243777,1702.121889
8.3325,2376.526757,3089.484784,,8.778,3354.972443,6374.447641,,9.10818,4879.567015,4879.567015,,10.467,3416.168615,1708.084307
8.349,2384.316141,3099.610983,,8.7945,3372.954858,6408.614231,,9.12636,4914.308699,4914.308699,,10.49026,3422.196842,1711.098421
8.365499,2386.224357,3102.091664,,8.811,3382.655023,6427.044544,,9.14454,4948.767838,4948.767838,,10.51352,3427.041259,1713.520629
8.382,2398.14278,3117.585613,,8.8275,3389.15318,6439.391043,,9.16272,4981.687609,4981.687609,,10.53678,3435.480828,1717.740414
8.398499,2406.87186,3128.933418,,8.844,3398.602401,6457.344562,,9.1809,5014.257381,5014.257381,,10.56004,3440.267585,1720.133792
8.415,2412.478397,3136.221916,,8.8605,3423.678931,6504.989969,,9.19908,5037.893684,5037.893684,,10.5833,3448.970922,1724.485461
8.431499,2417.509304,3142.762096,,8.877,3443.589723,6542.820474,,9.217259,5074.272448,5074.272448,,10.60656,3459.661424,1729.830712
8.448,2435.720816,3166.43706,,8.8935,3460.121374,6574.23061,,9.23544,5098.231865,5098.231865,,10.62982,3467.645804,1733.822902
8.4645,2454.922191,3191.398849,,8.91,3462.889946,6579.490898,,9.25362,5125.304497,5125.304497,,10.65308,3478.511688,1739.255844
8.481,2461.518958,3199.974645,,8.9265,3482.252436,6616.279628,,9.2718,5159.297126,5159.297126,,10.67634,3488.268558,1744.134279
8.4975,2478.078739,3221.502361,,8.943,3499.608846,6649.256807,,9.28998,5190.710105,5190.710105,,10.6996,3498.311178,1749.155589
8.514,2478.858004,3222.515405,,8.9595,3521.044925,6689.985357,,9.30816,5215.690758,5215.690758,,10.72286,3500.852521,1750.426261
8.5305,2490.967359,3238.257566,,8.976,3531.240195,6709.356371,,9.32634,5242.201269,5242.201269,,10.74612,3514.415376,1757.207688
8.547,2505.334148,3256.934392,,8.9925,3553.510756,6751.670436,,9.34452,5270.213432,5270.213432,,10.76938,3525.200169,1762.600085
8.5635,2518.236804,3273.707845,,9.009,3565.676307,6774.784984,,9.3627,5303.729234,5303.729234,,10.79264,3532.221872,1766.110936
8.58,2526.185057,3284.040574,,9.0255,3580.197815,6802.375849,,9.380879,5335.174243,5335.174243,,10.8159,3539.553183,1769.776592
8.5965,2535.205275,3295.766857,,9.042,3591.852964,6824.520632,,9.39906,5370.51509,5370.51509,,10.83916,3548.747466,1774.373733
8.613,2554.82521,3321.272774,,9.0585,3615.352364,6869.169492,,9.41724,5391.934535,5391.934535,,10.86242,3558.927544,1779.463772
8.6295,2568.405822,3338.927568,,9.075,3623.599677,6884.839386,,9.43542,5424.521575,5424.521575,,10.88568,3567.689181,1783.844591
8.646,2574.568415,3346.938939,,9.0915,3642.673323,6921.079314,,9.4536,5449.947384,5449.947384,,10.90894,3573.476746,1786.738373
8.6625,2580.331082,3354.430407,,9.108,3661.49679,6956.843901,,9.47178,5474.86721,5474.86721,,10.9322,3583.730919,1791.86546
8.679,2595.774665,3374.507065,,9.1245,3687.38781,7006.036839,,9.48996,5517.126955,5517.126955,,10.95546,3589.445327,1794.722663
8.6955,2609.061418,3391.779843,,9.141,3699.250231,7028.575439,,9.50814,5538.082091,5538.082091,,10.97872,3605.043608,1802.521804
8.712,2621.49857,3407.948141,,9.1575,3729.510766,7086.070456,,9.52632,5569.622377,5569.622377,,11.00198,3618.908543,1809.454271
8.7285,2640.45094,3432.586222,,9.174,3741.01276,7107.924245,,9.544499,5610.893644,5610.893644,,11.02524,3630.767553,1815.383776
8.745,2656.384839,3453.300291,,9.1905,3758.95153,7142.007906,,9.56268,5631.91038,5631.91038,,11.0485,3641.138257,1820.569129
8.7615,2669.328181,3470.126635,,9.207,3777.312398,7176.893556,,9.58086,5665.905818,5665.905818,,11.07176,3648.836505,1824.418252
8.778,2673.373428,3475.385456,,9.2235,3796.541183,7213.428248,,9.59904,5697.586389,5697.586389,,11.09502,3667.243435,1833.621717
8.7945,2688.082873,3494.507735,,9.24,3816.42845,7251.214056,,9.61722,5716.434624,5716.434624,,11.11828,3677.892949,1838.946474
8.811,2704.274911,3515.557385,,9.2565,3835.969849,7288.342713,,9.6354,5728.293214,5728.293214,,11.14154,3687.07091,1843.535455
8.8275,2713.047568,3526.961838,,9.273,3852.030301,7318.857572,,9.65358,5773.422716,5773.422716,,11.1648,3705.29773,1852.648865
8.844,2721.737241,3538.258414,,9.2895,3860.15253,7334.289808,,9.67176,5795.362353,5795.362353,,11.18806,3721.435113,1860.717557
8.8605,2741.823405,3564.370426,,9.306,3887.169205,7385.621489,,9.689939,5819.295457,5819.295457,,11.21132,3739.490439,1869.74522
8.877,2754.644196,3581.037455,,9.3225,3912.075427,7432.943312,,9.708119,5850.426113,5850.426113,,11.23458,3756.19985,1878.099925
8.8935,2774.90319,3607.374146,,9.339,3929.359568,7465.783179,,9.7263,5885.350536,5885.350536,,11.25784,3774.025024,1887.012512
8.91,2781.92091,3616.497182,,9.3555,3948.294117,7501.758823,,9.74448,5915.702639,5915.702639,,11.2811,3800.25966,1900.12983
8.9265,2793.37921,3631.392973,,9.372,3974.653394,7551.841449,,9.76266,5930.556017,5930.556017,,11.30436,3812.600976,1906.300488
8.943,2807.204538,3649.3659,,9.3885,3987.396479,7576.053311,,9.78084,5966.06942,5966.06942,,11.32762,3826.48013,1913.240065
8.9595,2830.767902,3679.998273,,9.405,4006.094115,7611.578819,,9.79902,5998.588562,5998.588562,,11.35088,3843.779148,1921.889574
8.976,2846.984288,3701.079574,,9.4215,4033.366677,7663.396687,,9.8172,6024.539897,6024.539897,,11.37414,3861.954048,1930.977024
8.9925,2860.872994,3719.134893,,9.438,4047.456827,7690.167972,,9.83538,6049.690323,6049.690323,,11.3974,3891.446911,1945.723456
9.009,2875.22555,3737.793215,,9.4545,4061.982303,7717.766376,,9.853559,6071.28378,6071.28378,,11.42066,3913.411447,1956.705724
9.0255,2887.156754,3753.30378,,9.471,4089.792882,7770.606475,,9.871739,6100.531379,6100.531379,,11.44392,3934.176,1967.088
9.042,2901.699555,3772.209421,,9.4875,4109.26151,7807.596868,,9.88992,6116.742784,6116.742784,,11.46718,3964.814982,1982.407491
9.0585,2920.96251,3797.251263,,9.504,4124.195017,7835.970533,,9.9081,6140.204114,6140.204114,,11.49044,3990.448624,1995.224312
9.075,2936.550152,3817.515198,,9.5205,4146.575391,7878.493242,,9.92628,6173.131995,6173.131995,,11.5137,4017.878611,2008.939306
9.0915,2958.565057,3846.134574,,9.537,4162.151266,7908.087405,,9.94446,6194.005048,6194.005048,,11.53696,4030.900994,2015.450497
9.108,2966.821003,3856.867304,,9.5535,4191.218596,7963.315332,,9.96264,6219.785887,6219.785887,,11.56022,4055.394731,2027.697365
9.1245,2979.99191,3873.989483,,9.57,4213.137451,8004.961157,,9.98082,6246.744312,6246.744312,,11.58348,4084.039863,2042.019931
9.141,2991.058937,3888.376617,,9.5865,4235.797018,8048.014333,,9.999,6264.964262,6264.964262,,11.60674,4119.225085,2059.612542
9.1575,3014.65164,3919.047133,,9.603,4256.116884,8086.622079,,10.01718,6289.726684,6289.726684,,11.63,4153.265033,2076.632516
9.174,3031.774968,3941.307459,,9.6195,4275.463069,8123.379831,,10.03536,6306.636619,6306.636619,,11.65326,4182.084444,2091.042222
9.1905,3050.407423,3965.52965,,9.636,4299.808247,8169.635669,,10.05354,6329.049336,6329.049336,,11.67652,4218.611031,2109.305515
9.207,3075.304992,3997.89649,,9.6525,4318.388022,8204.937243,,10.07172,6344.669419,6344.669419,,11.69978,4254.858975,2127.429487
9.2235,3083.277756,4008.261083,,9.669,4335.468184,8237.389549,,10.0899,6367.701165,6367.701165,,11.72304,4288.444309,2144.222154
9.24,3101.072771,4031.394603,,9.6855,4357.032969,8278.362642,,10.10808,6382.254866,6382.254866,,11.7463,4317.928745,2158.964373
9.2565,3115.355514,4049.962168,,9.702,4383.761892,8329.147594,,10.12626,6412.761095,6412.761095,,11.76956,4354.553436,2177.276718
9.273,3143.848185,4087.00264,,9.7185,4413.0586,8384.81134,,10.14444,6431.168872,6431.168872,,11.79282,4392.422353,2196.211177
9.2895,3156.443476,4103.376519,,9.735,4432.421975,8421.601753,,10.16262,6445.019998,6445.019998,,11.81608,4431.816073,2215.908036
9.306,3179.031958,4132.741546,,9.7515,4450.114956,8455.218416,,10.1808,6457.165941,6457.165941,,11.83934,4472.714919,2236.357459
9.3225,3194.536072,4152.896893,,9.768,4466.959179,8487.22244,,10.19898,6482.027855,6482.027855,,11.8626,4522.467215,2261.233607
9.339,3209.342602,4172.145382,,9.7845,4503.738592,8557.103325,,10.21716,6508.306477,6508.306477,,11.88586,4567.405181,2283.702591
9.3555,3229.333291,4198.133278,,9.801,4521.592963,8591.026629,,10.23534,6520.058797,6520.058797,,11.90912,4613.00047,2306.500235
9.372,3247.403755,4221.624882,,9.8175,4538.713652,8623.555939,,10.25352,6541.25167,6541.25167,,11.93238,4666.103588,2333.051794
9.3885,3262.762492,4241.59124,,9.834,4566.747179,8676.81964,,10.2717,6546.129424,6546.129424,,11.95564,4725.871897,2362.935949
9.405,3286.514304,4272.468596,,9.8505,4588.459501,8718.073051,,10.28988,6558.149903,6558.149903,,11.9789,4790.266191,2395.133095
9.4215,3304.841557,4296.294024,,9.867,4612.921008,8764.549915,,10.30806,6570.302309,6570.302309,,12.00216,4846.131201,2423.0656
9.438,3317.540466,4312.802605,,9.8835,4638.716068,8813.56053,,10.32624,6597.473266,6597.473266,,12.02542,4905.263606,2452.631803
9.4545,3334.339343,4334.641146,,9.9,4664.780576,8863.083094,,10.34442,6617.147044,6617.147044,,12.04868,4957.898249,2478.949124
9.471,3356.444609,4363.377992,,9.9165,4682.074001,8895.940602,,10.3626,6627.622607,6627.622607,,12.07194,5025.554255,2512.777127
9.4875,3382.793257,4397.631234,,9.933,4695.308104,8921.085398,,10.38078,6638.860021,6638.860021,,12.0952,5103.789325,2551.894662
9.504,3402.378465,4423.092005,,9.9495,4729.037649,8985.171533,,10.39896,6651.537231,6651.537231,,12.11846,5170.694963,2585.347482
9.5205,3427.343422,4455.546448,,9.966,4753.179299,9031.040668,,10.41714,6664.961073,6664.961073,,12.14172,5255.624366,2627.812183
9.537,3437.486727,4468.732744,,9.9825,4776.128799,9074.644719,,10.43532,6678.434428,6678.434428,,12.16498,5343.003674,2671.501837
9.5535,3455.463104,4492.102036,,9.999,4790.468,9101.8892,,10.4535,6693.740966,6693.740966,,12.18824,5433.003785,2716.501893
9.57,3480.02058,4524.026754,,10.0155,4812.930326,9144.567619,,10.47168,6708.910935,6708.910935,,12.2115,5506.864241,2753.432121
9.5865,3502.512041,4553.265653,,10.032,4842.121585,9200.031012,,10.48986,6708.645029,6708.645029,,12.23476,5595.754275,2797.877138
9.603,3524.231755,4581.501281,,10.0485,4869.206555,9251.492455,,10.50804,6725.001093,6725.001093,,12.25802,5697.384838,2848.692419
9.6195,3539.559453,4601.427289,,10.065,4889.170201,9289.423382,,10.52622,6737.178231,6737.178231,,12.28128,5799.398483,2899.699241
9.636,3557.861069,4625.219389,,10.0815,4913.945582,9336.496605,,10.5444,6738.169976,6738.169976,,12.30454,5896.275993,2948.137996
9.6525,3577.231101,4650.400431,,10.098,4931.394431,9369.64942,,10.56258,6749.335669,6749.335669,,12.3278,6016.302146,3008.151073
9.669,3601.12931,4681.468103,,10.1145,4953.733246,9412.093168,,10.58076,6761.139804,6761.139804,,12.35106,6117.463217,3058.731608
9.6855,3626.470695,4714.411904,,10.131,4981.517895,9464.884,,10.59894,6764.953305,6764.953305,,12.37432,6221.426793,3110.713396
9.702,3650.066421,4745.086347,,10.1475,5000.069512,9500.132073,,10.61712,6783.783254,6783.783254,,12.39758,6348.432417,3174.216209
9.7185,3673.02631,4774.934203,,10.164,5032.928972,9562.565047,,10.6353,6789.489425,6789.489425,,12.42084,6466.646933,3233.323467
9.735,3689.352383,4796.158098,,10.1805,5062.059291,9617.912652,,10.65348,6790.949066,6790.949066,,12.4441,6610.064688,3305.032344
9.7515,3706.938122,4819.019558,,10.197,5077.770987,9647.764876,,10.67166,6790.51931,6790.51931,,12.46736,6723.324834,3361.662417
9.768,3722.297801,4838.987141,,10.2135,5094.547912,9679.641034,,10.68984,6801.994125,6801.994125,,12.49062,6853.856256,3426.928128
9.7845,3757.129973,4884.268965,,10.23,5114.148249,9716.881674,,10.70802,6802.936937,6802.936937,,12.51388,6989.664997,3494.832499
9.801,3780.461913,4914.600487,,10.2465,5149.038733,9783.173593,,10.7262,6811.514224,6811.514224,,12.53714,7149.807875,3574.903937
9.8175,3796.75832,4935.785816,,10.263,5163.939531,9811.485109,,10.74438,6822.193779,6822.193779,,12.5604,7289.677941,3644.83897
9.834,3813.687584,4957.793859,,10.2795,5182.595897,9846.932204,,10.76256,6832.31201,6832.31201,,12.58366,7407.318185,3703.659092
9.8505,3833.191884,4983.149449,,10.296,5212.228168,9903.233519,,10.78074,6828.441577,6828.441577,,12.60692,7554.507314,3777.253657
9.867,3857.256296,5014.433185,,10.3125,5231.108401,9939.105963,,10.79892,6832.413629,6832.413629,,12.63018,7704.313868,3852.156934
9.8835,3881.666867,5046.166927,,10.329,5252.422033,9979.601863,,10.8171,6841.793355,6841.793355,,12.65344,7853.370131,3926.685065
9.9,3910.247403,5083.321624,,10.3455,5275.597464,10023.63518,,10.83528,6858.981353,6858.981353,,12.6767,7985.365388,3992.682694
9.9165,3932.318939,5112.01462,,10.362,5304.162728,10077.90918,,10.85346,6847.142174,6847.142174,,12.69996,8134.277447,4067.138724
9.933,3953.620002,5139.706003,,10.3785,5336.085833,10138.56308,,10.87164,6852.029128,6852.029128,,12.72322,8291.701835,4145.850918
9.9495,3979.336972,5173.138064,,10.395,5359.761607,10183.54705,,10.88982,6848.406776,6848.406776,,12.74648,8423.779046,4211.889523
